upm,nvivi,nhoga,trimestre,dpto,área,ingreso_ocup_pri,ingrem,ipcm,pobnopoi
809,19,1,7,0,1, 7536430 , 9031754 , 2257938 ,0
809,43,1,7,0,1, 4984412 , 9681117 , 4840559 ,0
809,52,1,7,0,1, 12859782 , 32382060 , 5397010 ,0
809,53,1,7,0,1, 9609945 , 9609945 , 4804973 ,0
822,12,1,6,0,1, 17943882 , 22770728 , 3795121 ,0
822,13,1,6,0,1, 35887763 , 39243933 , 7848787 ,0
822,33,1,6,0,1, 12461029 , 14882622 , 2976524 ,0
822,36,1,6,0,1, -   , 5981294 , 5981294 ,0
822,52,1,6,0,1, 3289712 , 6130826 , 2043609 ,0
822,61,1,6,0,1, 7975058 , 7975058 , 3987529 ,0
822,62,1,6,0,1, 6579423 , 22529540 , 7509847 ,0
836,2,1,8,0,1, 2480605 , 8136385 , 4068192 ,0
836,6,1,8,0,1, 2976726 , 4465089 , 4465089 ,0
836,28,1,8,0,1, 16371994 , 16371994 , 4092998 ,0
836,40,1,8,0,1, 9922420 , 13395268 , 3348817 ,0
836,43,1,8,0,1, 2778278 , 9699166 , 9699166 ,0
836,67,1,8,0,1, 15677424 , 15677424 , 7838712 ,0
836,100,1,8,0,1, 4430921 , 4430921 , 1476974 ,0
849,2,1,5,0,1, 6128751 , 7133464 , 2377821 ,0
849,8,1,5,0,1, 15573056 , 17883896 , 1490325 ,0
849,14,1,5,0,1, -   , 9042419 , 4521210 ,0
849,15,1,5,0,1, 3884432 , 6195273 , 1548818 ,0
849,20,1,5,0,1, 5827337 , 6832050 , 1708013 ,0
849,21,1,5,0,1, -   , 2712726 , 2712726 ,0
849,23,1,5,0,1, 6028280 , 13563629 , 6781815 ,0
849,53,1,5,0,1, 5124038 , 7384643 , 1476929 ,0
849,54,1,5,0,1, 2813197 , 3670661 , 3670661 ,0
873,18,1,5,0,1, 4103208 , 4803756 , 1200939 ,0
873,22,1,5,0,1, 4303365 , 4753717 , 2376858 ,0
873,23,1,5,0,1, 4903834 , 5784406 , 723051 ,1
873,38,1,5,0,1, 2001565 , 2461886 , 615471 ,1
873,42,1,5,0,1, 4003130 , 8126276 , 1160897 ,0
873,44,1,5,0,1, 6154812 , 8028444 , 2007111 ,0
873,61,1,5,0,1, 2501956 , 2902269 , 2902269 ,0
885,1,1,6,0,1, 24595116 , 29630470 , 5926094 ,0
885,41,1,6,0,1, 22928293 , 30404910 , 10134970 ,0
899,2,1,8,0,1, 4881885 , 5870293 , 1467573 ,0
899,5,1,8,0,1, -   , 593045 , 197682 ,1
899,8,1,8,0,1, 9340456 , 13188177 , 1198925 ,0
899,12,1,8,0,1, -   , 1314583 , 438194 ,1
899,30,1,8,0,1, 4991461 , 6692929 , 1673232 ,0
899,32,1,8,0,1, 1976816 , 3025232 , 756308 ,1
899,36,1,8,0,1, 7956685 , 9065109 , 1510851 ,0
899,42,1,8,0,1, 7264799 , 8423237 , 935915 ,0
899,46,1,8,0,1, 2885300 , 3716267 , 929067 ,0
899,52,1,8,0,1, 10477125 , 11783231 , 2356646 ,0
912,1,1,8,0,1, -   , 16308733 , 16308733 ,0
912,13,1,8,0,1, 4151314 , 4744359 , 948872 ,0
912,23,1,8,0,1, 4299575 , 4299575 , 2149787 ,0
912,33,1,8,0,1, 2827876 , 2827876 , 1413938 ,0
912,37,1,8,0,1, 2471020 , 3665346 , 1832673 ,0
912,44,1,8,0,1, 4942040 , 5122064 , 1280516 ,0
925,1,1,6,0,1, 10500000 , 10500000 , 5250000 ,0
925,8,1,6,0,1, 9000000 , 12000000 , 3000000 ,0
925,10,1,6,0,1, 5480000 , 8980000 , 2245000 ,0
925,15,1,6,0,1, 8825127 , 8945143 , 2236286 ,0
925,18,1,6,0,1, 4500000 , 13798921 , 3449730 ,0
925,21,1,6,0,1, 4000000 , 5890008 , 1472502 ,0
925,22,1,6,0,1, 7500000 , 7500000 , 3750000 ,0
925,41,1,6,0,1, 22200000 , 23700000 , 5925000 ,0
925,42,1,6,0,1, 6000000 , 6000000 , 2000000 ,0
939,4,1,5,0,1, 5047356 , 13123125 , 4374375 ,0
939,20,1,5,0,1, 6935720 , 17045574 , 3409115 ,0
939,28,1,5,0,1, 8530032 , 11911760 , 2977940 ,0
939,36,1,5,0,1, -   , 1514207 , 1514207 ,0
939,43,1,5,0,1, 11843867 , 13358074 , 1908296 ,0
954,1,1,6,0,1, -   , 11464147 , 11464147 ,0
954,8,1,6,0,1, 3489088 , 3489088 , 1744544 ,0
954,9,1,6,0,1, 2342673 , 6330203 , 3165101 ,0
954,11,1,6,0,1, 9271005 , 13438169 , 1679771 ,0
954,17,1,6,0,1, 17943882 , 24573149 , 12286574 ,0
954,50,1,6,0,1, 3679390 , 4867215 , 4867215 ,0
967,1,1,6,0,1, -   , 30043106 , 15021553 ,0
967,2,1,6,0,1, 18420000 , 23480008 , 3913335 ,0
967,4,1,6,0,1, 9350000 , 9350000 , 4675000 ,0
967,15,1,6,0,1, 15072415 , 23773797 , 11886899 ,0
967,24,1,6,0,1, 13200000 , 13200000 , 2640000 ,0
967,29,1,6,0,1, 4500000 , 20850224 , 10425112 ,0
967,30,1,6,0,1, 3000000 , 16250000 , 5416667 ,0
967,46,1,6,0,1, 3003057 , 5003057 , 5003057 ,0
981,19,1,6,0,1, 61806703 , 84120252 , 12017179 ,0
981,32,1,6,0,1, 119625877 , 426416407 , 106604102 ,0
981,36,1,6,0,1, 54828527 , 69561884 , 17390471 ,0
981,39,1,6,0,1, -   , 2332588 , 1166294 ,0
981,53,1,6,0,1, 20934528 , 33893998 , 11297999 ,0
995,8,1,7,0,1, -   , 24037588 , 12018794 ,0
995,17,1,7,0,1, 8143117 , 8143117 , 2714372 ,0
995,33,1,7,0,1, -   , 4006265 , 4006265 ,0
995,36,1,7,0,1, -   , 10015662 , 10015662 ,0
995,45,1,7,0,1, 18028191 , 18028191 , 6009397 ,0
1008,5,1,5,0,1, 10707955 , 27676864 , 5535373 ,0
1008,7,1,5,0,1, 5804459 , 12143097 , 4047699 ,0
1008,8,1,5,0,1, 8398800 , 11931949 , 1988658 ,0
1008,21,1,5,0,1, 2523678 , 4542620 , 1135655 ,0
1008,29,1,5,0,1, -   , 16530091 , 8265045 ,0
1008,39,1,5,0,1, 3028414 , 6435379 , 3217689 ,0
1008,50,1,5,0,1, 8075770 , 10067372 , 2516843 ,0
1022,2,1,8,0,1, 2778278 , 4101267 , 4101267 ,0
1022,3,1,8,0,1, 4840824 , 6869688 , 1717422 ,0
1022,14,1,8,0,1, 17016951 , 17196975 , 1719698 ,0
1022,15,1,8,0,1, 992242 , 5457331 , 5457331 ,0
1022,21,1,8,0,1, 1488363 , 6380116 , 1595029 ,0
1022,26,1,8,0,1, 18455702 , 20837083 , 5209271 ,0
1022,33,1,8,0,1, 29271140 , 34232351 , 8558088 ,0
1036,16,1,8,0,1, -   , 57459454 , 28729727 ,0
1036,19,1,8,0,1, 4942040 , 6712938 , 3356469 ,0
1036,31,1,8,0,1, 18087867 , 23524111 , 5881028 ,0
1036,35,1,8,0,1, 1976816 , 2866383 , 1433192 ,0
1036,51,1,8,0,1, 12849304 , 18021973 , 6007324 ,0
1050,6,1,7,0,1, 7476617 , 9470382 , 2367595 ,0
1050,19,1,7,0,1, 3289712 , 3289712 , 3289712 ,0
1050,25,1,7,0,1, 21931411 , 21931411 , 4386282 ,0
1050,28,1,7,0,1, 1555136 , 3523979 , 1174660 ,0
1050,32,1,7,0,1, 3588776 , 3887841 , 3887841 ,0
1050,40,1,7,0,1, 3896170 , 3896170 , 3896170 ,0
1050,42,1,7,0,1, 14943266 , 18781263 , 3756253 ,0
1050,59,1,7,0,1, 37881528 , 62404832 , 15601208 ,0
1050,66,1,7,0,1, 4864786 , 9144929 , 3048310 ,0
1050,69,1,7,0,1, 10367576 , 10367576 , 10367576 ,0
1050,70,1,7,0,1, 8971941 , 8971941 , 4485970 ,0
1064,1,1,8,0,1, 5436244 , 7190182 , 2396727 ,0
1064,11,1,8,0,1, 1482612 , 3508849 , 1754424 ,0
1064,22,1,8,0,1, 14134235 , 14109525 , 7054762 ,0
1064,26,1,8,0,1, 6918856 , 6918856 , 1729714 ,0
1064,41,1,8,0,1, 2668702 , 2668702 , 667175 ,1
1079,2,1,8,0,1, 595345 , 992242 , 496121 ,1
1079,7,1,8,0,1, 6876237 , 9476859 , 1579476 ,0
1079,18,1,8,0,1, 8373909 , 13087059 , 6543529 ,0
1079,30,1,8,0,1, 1488363 , 3373623 , 1124541 ,0
1079,44,1,8,0,1, 14784407 , 18455702 , 6151901 ,0
1079,52,1,8,0,1, 4465089 , 4911598 , 1637199 ,0
1079,53,1,8,0,1, 13443692 , 14932055 , 2488676 ,0
1092,9,1,6,0,1, 18219828 , 24716495 , 3089562 ,0
1092,26,1,6,0,1, 2100000 , 2100000 , 525000 ,1
1092,28,1,6,0,1, 2550000 , 2550000 , 2550000 ,0
1092,36,1,6,0,1, 3800000 , 3800000 , 1900000 ,0
1092,46,1,6,0,1, 2000000 , 3963333 , 1321111 ,0
1092,56,1,6,0,1, 6300000 , 6300000 , 1260000 ,0
1092,58,1,6,0,1, -   , 32000000 , 16000000 ,0
1105,12,1,8,0,1, 13837713 , 16638202 , 4159550 ,0
1105,26,1,8,0,1, -   , 1798663 , 899332 ,0
1105,27,1,8,0,1, 790726 , 13582374 , 6791187 ,0
1105,28,1,8,0,1, -   , 6523493 , 3261747 ,0
1105,32,1,8,0,1, 14826121 , 35170853 , 11723618 ,0
1105,33,1,8,0,1, 5337403 , 8071999 , 2690666 ,0
1105,35,1,8,0,1, 5831607 , 38131547 , 9532887 ,0
1105,58,1,8,0,1, 2619281 , 2619281 , 2619281 ,0
1105,59,1,8,0,1, 6918856 , 6918856 , 3459428 ,0
1117,2,1,8,0,1, 4434129 , 5676572 , 1135314 ,0
1117,16,1,8,0,1, 6503390 , 8592357 , 2148089 ,0
1117,35,1,8,0,1, 985362 , 3941448 , 1970724 ,0
1117,36,1,8,0,1, 8040555 , 10389001 , 2597250 ,0
1117,38,1,8,0,1, 4926810 , 4926810 , 1231703 ,0
1117,42,1,8,0,1, 1970724 , 4434129 , 1108532 ,0
1130,6,1,6,0,1, 6978176 , 6978176 , 3489088 ,0
1130,13,1,6,0,1, 10467264 , 10467264 , 2616816 ,0
1130,15,1,6,0,1, 4485970 , 10058542 , 3352847 ,0
1130,18,1,6,0,1, 8971941 , 13358223 , 2671645 ,0
1130,26,1,6,0,1, 7476617 , 11032359 , 2758090 ,0
1130,33,1,6,0,1, 7775682 , 7775682 , 1943920 ,0
1130,38,1,6,0,1, 4485970 , 13358223 , 4452741 ,0
1130,39,1,6,0,1, 5981294 , 10965705 , 5482853 ,0
1130,43,1,6,0,1, 797506 , 5283476 , 1761159 ,0
1130,48,1,6,0,1, 2791270 , 4785035 , 1196259 ,0
1143,2,1,7,0,1, -   , 23250000 , 11625000 ,0
1143,9,1,7,0,1, 7000000 , 7060008 , 2353336 ,0
1143,11,1,7,0,1, 2000000 , 2000000 , 2000000 ,0
1143,19,1,7,0,1, 5990000 , 5990000 , 1996667 ,0
1143,22,1,7,0,1, 1200000 , 4200000 , 2100000 ,0
1143,33,1,7,0,1, 6000000 , 13446891 , 2689378 ,0
1143,35,1,7,0,1, 5000000 , 8000000 , 1600000 ,0
1143,44,1,7,0,1, -   , 13800000 , 6900000 ,0
1143,45,1,7,0,1, 11968000 , 23197167 , 5799292 ,0
1156,4,1,5,0,1, 2501956 , 5404225 , 2702113 ,0
1156,8,1,5,0,1, 3002347 , 3002347 , 3002347 ,0
1156,11,1,5,0,1, 4869222 , 6095294 , 3047647 ,0
1156,15,1,5,0,1, 6004695 , 9140480 , 3046827 ,0
1156,18,1,5,0,1, -   , 5304147 , 2652074 ,0
1156,27,1,5,0,1, 6705243 , 9707590 , 4853795 ,0
1156,39,1,5,0,1, 36028169 , 43033646 , 10758412 ,0
1156,55,1,5,0,1, 9507433 , 11456418 , 3818806 ,0
1169,14,1,7,0,1, -   , 1974905 , 1974905 ,0
1169,17,1,7,0,1, -   , 1519859 , 1519859 ,0
1169,20,1,7,0,1, 3987529 , 5459787 , 1091957 ,0
1169,21,1,7,0,1, 737693 , 2532081 , 1266041 ,0
1169,34,1,7,0,1, -   , 1821188 , 1821188 ,0
1169,40,1,7,0,1, 25619875 , 29926797 , 4987799 ,0
1169,41,1,7,0,1, 9889072 , 13876602 , 3469150 ,0
1169,46,1,7,0,1, 6394003 , 6394003 , 2131334 ,0
1169,50,1,7,0,1, 10766329 , 30380857 , 6076171 ,0
1182,3,1,6,0,1, 4984412 , 4984412 , 4984412 ,0
1182,10,1,6,0,1, -   , 3422629 , 1711315 ,0
1182,25,1,6,0,1, 10378958 , 13030860 , 2606172 ,0
1182,55,1,6,0,1, 10068511 , 16956968 , 3391394 ,0
1182,81,1,6,0,1, -   , 3247387 , 3247387 ,0
1182,96,1,6,0,1, 10965705 , 16747623 , 2791270 ,0
1182,99,1,6,0,1, 2990647 , 2990647 , 2990647 ,0
1195,3,1,5,0,1, 8479558 , 9993765 , 2498441 ,0
1195,12,1,5,0,1, -   , 18123159 , 9061579 ,0
1195,41,1,5,0,1, 5148303 , 5148303 , 2574152 ,0
1195,46,1,5,0,1, 11104183 , 13930702 , 1990100 ,0
1209,7,1,6,0,1, 4267200 , 6208314 , 2069438 ,0
1209,8,1,6,0,1, 7147646 , 10945768 , 2736442 ,0
1209,19,1,6,0,1, 11691914 , 13685679 , 3421420 ,0
1209,21,1,6,0,1, 7476617 , 9121473 , 3040491 ,0
1209,22,1,6,0,1, 2990647 , 2990647 , 2990647 ,0
1209,34,1,6,0,1, 7953147 , 17672749 , 4418187 ,0
1209,35,1,6,0,1, 8971941 , 14146150 , 2357692 ,0
1222,4,1,6,0,1, 4984412 , 5044420 , 1681473 ,0
1222,15,1,6,0,1, 4984412 , 4984412 , 2492206 ,0
1222,18,1,6,0,1, 4585659 , 5213694 , 1303424 ,0
1222,23,1,6,0,1, 25121434 , 41463853 , 4607095 ,0
1222,34,1,6,0,1, 6978176 , 9304235 , 2326059 ,0
1222,35,1,6,0,1, 11234203 , 13485496 , 2697099 ,0
1222,66,1,6,0,1, 8855419 , 10221537 , 2044307 ,0
1235,5,1,6,0,1, 4979228 , 6979228 , 872404 ,0
1235,29,1,6,0,1, 11258495 , 16148872 , 4037218 ,0
1235,30,1,6,0,1, 6900000 , 6900000 , 3450000 ,0
1235,31,1,6,0,1, 18400000 , 37000000 , 12333333 ,0
1235,33,1,6,0,1, -   , 19620000 , 9810000 ,0
1235,41,1,6,0,1, 7000000 , 10250000 , 2562500 ,0
1235,53,1,6,0,1, 7800000 , 10300000 , 5150000 ,0
1235,53,2,6,0,1, 9598000 , 12098000 , 4032667 ,0
1235,55,1,6,0,1, 16872547 , 19299221 , 4824805 ,0
1247,1,1,8,0,1, 3340698 , 5245732 , 2622866 ,0
1247,10,1,8,0,1, 2364869 , 2364869 , 591217 ,1
1247,15,1,8,0,1, -   , 1929667 , 643222 ,1
1247,27,1,8,0,1, 12182442 , 15138528 , 3027706 ,0
1247,30,1,8,0,1, 2561941 , 2729453 , 682363 ,1
1247,53,1,8,0,1, -   , 4770795 , 1590265 ,0
1247,55,1,8,0,1, 7044475 , 7044475 , 1408895 ,0
1247,79,1,8,0,1, -   , 5733120 , 5733120 ,0
1261,24,1,6,0,1, 8000000 , 20987500 , 6995833 ,0
1261,27,1,6,0,1, 11000000 , 18000000 , 6000000 ,0
1261,30,1,6,0,1, 5440000 , 7100008 , 1014287 ,0
1261,32,1,6,0,1, 6779645 , 10969645 , 1828274 ,0
1261,37,1,6,0,1, 1500000 , 6350000 , 3175000 ,0
1261,42,1,6,0,1, 2500000 , 2500000 , 1250000 ,0
1261,47,1,6,0,1, -   , 10291667 , 5145833 ,0
1261,49,1,6,0,1, -   , 3790000 , 947500 ,0
1261,60,1,6,0,1, 19500000 , 35676455 , 17838227 ,0
1261,63,1,6,0,1, -   , 10875000 , 5437500 ,0
1261,66,1,6,0,1, 2350000 , 3850000 , 1925000 ,0
1275,2,1,7,0,1, 42065779 , 42065779 , 10516445 ,0
1275,6,1,7,0,1, 33051684 , 33030818 , 8257704 ,0
1275,21,1,7,0,1, -   , 2355858 , 2355858 ,0
1275,38,1,7,0,1, -   , 5441843 , 2720921 ,0
1288,1,1,8,0,1, -   , 2133314 , 2133314 ,0
1288,6,1,8,0,1, 9455844 , 13409476 , 6704738 ,0
1288,8,1,8,0,1, 3143138 , 4737529 , 1579176 ,0
1288,22,1,8,0,1, 16802937 , 39042117 , 9760529 ,0
1288,29,1,8,0,1, 5549629 , 6984650 , 1746163 ,0
1288,37,1,8,0,1, 4454582 , 8654828 , 2163707 ,0
1288,42,1,8,0,1, 7907264 , 11630128 , 11630128 ,0
1288,51,1,8,0,1, -   , 8061456 , 2015364 ,0
1288,55,1,8,0,1, 11858750 , 14329770 , 4776590 ,0
1301,2,1,6,0,1, 3489088 , 3489088 , 3489088 ,0
1301,13,1,6,0,1, 3788153 , 12401216 , 6200608 ,0
1301,14,1,6,0,1, -   , 4485970 , 4485970 ,0
1301,16,1,6,0,1, -   , 6313588 , 6313588 ,0
1301,20,1,6,0,1, 13812474 , 17102186 , 5700729 ,0
1301,34,1,6,0,1, 5981294 , 9304235 , 4652117 ,0
1301,48,1,6,0,1, 3289712 , 5116000 , 1279000 ,0
1301,51,1,6,0,1, 3987529 , 5732073 , 2866037 ,0
1316,2,1,5,0,1, 20350381 , 24853902 , 3106738 ,0
1316,8,1,5,0,1, 2802191 , 3903052 , 3903052 ,0
1316,15,1,5,0,1, 5304147 , 7105556 , 2368519 ,0
1316,29,1,5,0,1, 20125160 , 38235458 , 5462208 ,0
1330,29,1,6,0,1, 5957341 , 15676943 , 7838472 ,0
1330,34,1,6,0,1, 49844115 , 49887016 , 24943508 ,0
1330,36,1,6,0,1, 4984412 , 39875292 , 39875292 ,0
1330,41,1,6,0,1, 11373430 , 11373430 , 2843358 ,0
1330,45,1,6,0,1, 3987529 , 6828644 , 6828644 ,0
1345,33,1,5,0,1, 8540063 , 16075412 , 4018853 ,0
1345,38,1,5,0,1, 14186551 , 16790935 , 3358187 ,0
1345,39,1,5,0,1, 5023566 , 10813764 , 2703441 ,0
1345,45,1,5,0,1, 13865043 , 35767793 , 7153559 ,0
1358,1,1,8,0,1, 13816645 , 23562076 , 4712415 ,0
1358,40,1,8,0,1, 12859457 , 12919465 , 3229866 ,0
1358,41,1,8,0,1, -   , 12336876 , 6168438 ,0
1372,23,1,6,0,1, 9968823 , 14521252 , 4840417 ,0
1372,24,1,6,0,1, 32897116 , 49844115 , 9968823 ,0
1372,30,1,6,0,1, -   , 1573776 , 786888 ,1
1372,32,1,6,0,1, 1525028 , 3543913 , 708783 ,1
1372,39,1,6,0,1, 9968823 , 11769167 , 1961528 ,0
1372,61,1,6,0,1, 2990647 , 3299875 , 1099958 ,0
1372,65,1,6,0,1, 3395149 , 24030613 , 8010204 ,0
1386,5,1,5,0,1, 9211131 , 11524158 , 2881040 ,0
1386,13,1,5,0,1, -   , 605683 , 605683 ,1
1386,16,1,5,0,1, 4037885 , 5804459 , 2902230 ,0
1386,34,1,5,0,1, 7571034 , 9371258 , 1874252 ,0
1386,38,1,5,0,1, -   , 7066298 , 3533149 ,0
1386,40,1,5,0,1, 3280781 , 11306077 , 3768692 ,0
1386,47,1,5,0,1, 9317419 , 13052463 , 6526231 ,0
1386,50,1,5,0,1, 15142068 , 16656275 , 8328137 ,0
1400,1,1,8,0,1, 5915069 , 6900431 , 2300144 ,0
1400,8,1,8,0,1, 5162411 , 6404853 , 1601213 ,0
1400,40,1,8,0,1, 1970724 , 6015636 , 3007818 ,0
1400,41,1,8,0,1, 3094405 , 3488549 , 1744275 ,0
1400,44,1,8,0,1, 3803498 , 3803498 , 1267833 ,0
1400,51,1,8,0,1, 13795069 , 19017488 , 3803498 ,0
1414,3,1,8,0,1, 19156670 , 23911163 , 4782233 ,0
1414,4,1,8,0,1, 41178045 , 46635376 , 9327075 ,0
1414,10,1,8,0,1, -   , 6846470 , 2282157 ,0
1414,13,1,8,0,1, -   , 4919867 , 4919867 ,0
1414,15,1,8,0,1, 21342878 , 22889122 , 11444561 ,0
1414,19,1,8,0,1, 18651294 , 23499421 , 2611047 ,0
1414,28,1,8,0,1, -   , 14619033 , 14619033 ,0
1414,47,1,8,0,1, 2540140 , 5748389 , 2874194 ,0
1414,49,1,8,0,1, -   , 4961210 , 4961210 ,0
1414,54,1,8,0,1, -   , 4713150 , 4713150 ,0
1414,57,1,8,0,1, 7276445 , 11741534 , 1956922 ,0
1414,59,1,8,0,1, 10527652 , 14248560 , 4749520 ,0
1428,13,1,5,0,1, 6056827 , 6056827 , 1514207 ,0
1428,25,1,5,0,1, 43407261 , 67571608 , 13514322 ,0
1428,51,1,5,0,1, 3028414 , 3028414 , 3028414 ,0
1428,53,1,5,0,1, 2826519 , 2826519 , 2826519 ,0
1428,55,1,5,0,1, 8580505 , 11104183 , 2776046 ,0
1442,4,1,5,0,1, -   , 13627861 , 13627861 ,0
1442,12,1,5,0,1, 8580505 , 10599448 , 3533149 ,0
1442,23,1,5,0,1, 6056827 , 12567916 , 4189305 ,0
1442,61,1,5,0,1, 13123125 , 20997001 , 10498500 ,0
1442,62,1,5,0,1, 10094712 , 19937056 , 4984264 ,0
1442,67,1,5,0,1, 17062046 , 27812915 , 6953229 ,0
1442,73,1,5,0,1, 15142068 , 15121037 , 3780259 ,0
1455,12,1,6,0,1, 6000000 , 144316667 , 72158333 ,0
1455,22,1,6,0,1, 8490000 , 11066675 , 2213335 ,0
1455,23,1,6,0,1, 4000000 , 10267517 , 5133759 ,0
1455,28,1,6,0,1, 16116577 , 17326770 , 3465354 ,0
1455,29,1,6,0,1, 11626427 , 16126427 , 2687738 ,0
1455,32,1,6,0,1, -   , 1578698 , 1578698 ,0
1469,9,1,6,0,1, 13679469 , 17189715 , 4297429 ,0
1469,14,1,6,0,1, -   , 5500000 , 5500000 ,0
1469,17,1,6,0,1, 12007191 , 23790524 , 4758105 ,0
1483,1,1,8,0,1, 11299130 , 12389663 , 2477933 ,0
1483,9,1,8,0,1, 3941448 , 6897535 , 3448767 ,0
1483,20,1,8,0,1, 7094607 , 14952384 , 4984128 ,0
1483,45,1,8,0,1, -   , 8868259 , 4434129 ,0
1496,3,1,7,0,1, 5000000 , 10302228 , 3434076 ,0
1496,7,1,7,0,1, 1600000 , 8850000 , 1770000 ,0
1496,10,1,7,0,1, 34000000 , 41000000 , 6833333 ,0
1496,11,1,7,0,1, 25000000 , 35768177 , 8942044 ,0
1496,15,1,7,0,1, 388856 , 5388856 , 2694428 ,0
1496,16,1,7,0,1, -   , 1571315 , 785658 ,1
1496,23,1,7,0,1, 5783532 , 7506309 , 1876577 ,0
1496,28,1,7,0,1, -   , 14400000 , 7200000 ,0
1496,31,1,7,0,1, 15500000 , 37401383 , 6233564 ,0
1496,47,1,7,0,1, -   , 3016667 , 3016667 ,0
1511,13,1,8,0,1, 10131182 , 13216422 , 944030 ,0
1511,19,1,8,0,1, 10682221 , 13647445 , 1240677 ,0
1511,41,1,8,0,1, 6721175 , 8104946 , 1620989 ,0
1511,47,1,8,0,1, 4625577 , 5558183 , 926364 ,0
1511,81,1,8,0,1, 731422 , 2510556 , 1255278 ,0
1511,88,1,8,0,1, 2965224 , 8895672 , 8895672 ,0
1524,13,1,5,0,1, -   , 8138178 , 8138178 ,0
1524,14,1,5,0,1, 15070699 , 18880237 , 18880237 ,0
1524,34,1,5,0,1, 5023566 , 28383150 , 14191575 ,0
1524,35,1,5,0,1, 9107238 , 13925982 , 4641994 ,0
1524,49,1,5,0,1, 19249700 , 24775623 , 6193906 ,0
1538,8,1,8,0,1, 10346302 , 15765794 , 3941448 ,0
1538,26,1,8,0,1, 5931880 , 6051896 , 1512974 ,0
1538,29,1,8,0,1, 7662176 , 7662176 , 1915544 ,0
1538,33,1,8,0,1, 3941448 , 12041125 , 1720161 ,0
1538,36,1,8,0,1, 3153159 , 4766196 , 2383098 ,0
1538,37,1,8,0,1, 5912173 , 8868259 , 2956086 ,0
1538,43,1,8,0,1, 3941448 , 3941448 , 3941448 ,0
1538,52,1,8,0,1, -   , 2735447 , 1367724 ,0
1538,69,1,8,0,1, 3251695 , 5638044 , 1127609 ,0
1538,74,1,8,0,1, 6897535 , 9667288 , 1933458 ,0
1553,4,1,8,0,1, 21901730 , 31824151 , 15912075 ,0
1553,7,1,8,0,1, -   , 7721519 , 3860760 ,0
1553,8,1,8,0,1, 10766809 , 10766809 , 3588936 ,0
1553,10,1,8,0,1, 25798293 , 43840561 , 10960140 ,0
1553,15,1,8,0,1, 26457002 , 36048675 , 12016225 ,0
1553,18,1,8,0,1, 12700698 , 16173545 , 3234709 ,0
1553,21,1,8,0,1, 8037161 , 38101369 , 7620274 ,0
1553,26,1,8,0,1, 7937936 , 9922420 , 4961210 ,0
1553,31,1,8,0,1, -   , 24640678 , 12320339 ,0
1553,39,1,8,0,1, 4604003 , 4604003 , 920801 ,0
1553,52,1,8,0,1, 4060946 , 6119360 , 2039787 ,0
1567,15,1,7,0,1, 22334926 , 22334926 , 5583731 ,0
1567,25,1,7,0,1, 16826312 , 21663042 , 4332608 ,0
1567,28,1,7,0,1, 16170050 , 19258212 , 2139801 ,0
1567,32,1,7,0,1, 17827878 , 31239226 , 5206538 ,0
1567,37,1,7,0,1, 3605638 , 8947324 , 4473662 ,0
1567,42,1,7,0,1, 11518011 , 16507647 , 5502549 ,0
1567,43,1,7,0,1, 7425518 , 11331626 , 2266325 ,0
1567,50,1,7,0,1, 8012529 , 10981563 , 3660521 ,0
1567,52,1,7,0,1, 4006265 , 12198818 , 2033136 ,0
1567,53,1,7,0,1, 25974367 , 42119441 , 7019907 ,0
1567,57,1,7,0,1, 5508614 , 8012529 , 4006265 ,0
1581,4,1,7,0,1, 12959470 , 37691823 , 18845911 ,0
1581,12,1,7,0,1, 5881606 , 14155729 , 2831146 ,0
1581,15,1,7,0,1, 7756741 , 9810514 , 1401502 ,0
1581,20,1,7,0,1, -   , 2990647 , 1495323 ,0
1581,24,1,7,0,1, -   , 14753858 , 7376929 ,0
1581,35,1,7,0,1, -   , 3549096 , 1774548 ,0
1581,47,1,7,0,1, 9470382 , 19688426 , 6562809 ,0
1581,56,1,7,0,1, 7975058 , 10259580 , 5129790 ,0
1595,3,1,7,0,1, 4800000 , 17950000 , 8975000 ,0
1595,20,1,7,0,1, 7320000 , 18261667 , 2608810 ,0
1595,33,1,7,0,1, 10020000 , 11400024 , 1900004 ,0
1595,39,1,7,0,1, 3000000 , 4680024 , 936005 ,0
1595,42,1,7,0,1, 12950000 , 28443736 , 5688747 ,0
1595,46,1,7,0,1, 10980000 , 15003333 , 3000667 ,0
1595,48,1,7,0,1, 7500000 , 9833333 , 9833333 ,0
1595,54,1,7,0,1, 700000 , 3889167 , 3889167 ,0
1595,57,1,7,0,1, 8000000 , 13708333 , 6854167 ,0
1609,3,1,6,0,1, 42009559 , 116926226 , 38975409 ,0
1609,36,1,6,0,1, -   , 500000 , 500000 ,1
1609,37,1,6,0,1, 5619863 , 9118628 , 4559314 ,0
1609,47,1,6,0,1, 2360000 , 5860000 , 2930000 ,0
1609,54,1,6,0,1, 7122703 , 9009370 , 1801874 ,0
1609,63,1,6,0,1, 24380023 , 26213357 , 3276670 ,0
1609,73,1,6,0,1, 5000000 , 7333333 , 2444444 ,0
1623,5,1,7,0,1, 9514879 , 11268990 , 3756330 ,0
1623,6,1,7,0,1, 12018794 , 12018794 , 4006265 ,0
1623,18,1,7,0,1, 3705795 , 5208144 , 1041629 ,0
1623,19,1,7,0,1, -   , 2003132 , 2003132 ,0
